台灣曉奇 和毅
台北花園大酒店 豪景大酒店
台北花園大酒店 廣明企業
台北花園大酒店 六國
台北花園大酒店 琦霖開發
台北花園大酒店 桃園育樂事業
廣達創業投資 坤基創業投資
廣達創業投資 龍承精密
統圓事業 統一企業
聚發投資 信昌機械廠
博科科技 漢霖建設
德信創業投資 兆豐國際商業銀行
德信創業投資 力泰建設企業
德信創業投資 瑞昱半導體
東展興業 兆豐國際商業銀行
東展興業 獅山開發實業
東展興業 大東亞石油化學
吉倍克工程 擎邦國際科技工程
廣納投資 富致科技
廣納投資 森茂科技
銘揚投資 中國貨櫃運輸
宥美 優美貿易
臺陽 三陽金屬工業
臺陽 臺陽合金工業
臺陽 新陽投資
臺陽 台灣銅箔
暉賞有限公司 原仲
暉賞有限公司 高興昌鋼鐵
暉賞有限公司 學宇
名皇國際物業 台灣電玩競技
名皇國際物業 沐康生技
名皇國際物業 致悅投資
名皇國際物業 台新金融控股
名皇國際物業 尚和興
忠明投資 全茂投資
達利投資 佳世達科技
達利投資 達基能源技術
達利投資 得藝國際媒體
世易水泥 東潤水資源生技
世易水泥 昌潤水資源生技
春雨生醫 春邦貿易
春雨生醫 春雨工廠
國際環球多媒體 燿華電子
新勝 新光海洋企業
新勝 東興投資
新勝 王田毛紡
新勝 新光國際投資
新勝 新誠投資
新勝 聯穗企業
新勝 臺灣新光實業
新勝 宜廣實業
新勝 漢霖建設
新勝 濟真
巨大機械工業 捷安特
巨大機械工業 元新投資
巨大機械工業 巨瀚科技
巨大機械工業 微程式資訊
傑克魔豆文化事業 華文創意
台聚投資 台聚光電
台聚投資 台灣聚合化學品
台聚投資 合晶科技
台聚投資 上華電訊
晶達光電 研揚科技
大益企業 中纖投資
大益企業 勝仁針織廠
桃客旅行社 桃園汽車客運
天下工程 瑞商實業
天下工程 力哲開發
天下工程 常棣實業
麗景豐業有限公司 麗名投資
高雄八五廣場 鼎宏投資開發
和軒媒體科技 航網科技
和軒媒體科技 璟騰國際
東準光電材料 鑫雷管理顧問
東準光電材料 準懋科技
東準光電材料 卡索得投資
新源紡織科技 永原投資
新源紡織科技 三新紡織
億泰利多媒體 欣業永開發
億泰利多媒體 億泰利投資
集醫 寶齡富錦生技
建達國際 弘茂投資
建達國際 嵐蒂國際
建達國際 新儲域科技
建達國際 捷修網
建達國際 鼎漢國際
研華投資 德能科研
研華投資 研華智能
研華投資 研宇科技
研華投資 研華
博發興業 祿鐿企業
晶宇實業 嘉德晶光電
來特投資 力雄
來特投資 采記
來特投資 采旺興業
燦星旅遊網旅行社 燦星國際旅行社
欣領航資訊 欣領航科技
鼎岳行銷 品冠行銷
鈺程科技 智邦科技
美博士電能科技 儒億科技
建高開發 曜正科技
建高開發 碩聯創業投資顧問
瑞祐營造 瑞助營造
九齊科技 普訊伍創業投資
九齊科技 新唐科技
冠友生活 環球購物中心
鼎磊科技 神達電腦
禾揚投資 金耘鋼鐵
華昱建設 華南金資產管理
樺彩 利倫企業
樺彩 華志創業投資
卓威投資 卓銳
藝鑫華仕德科技 富士臨國際投資
億興投資 南和興產
盈成投資 全台晶像
盈成投資 惠凱投資
竺都建設 春年興業
竺都建設 春地建設開發
德欣創業投資 兆豐國際商業銀行
德欣創業投資 德欣國際投資
德欣創業投資 中華電子投資
德欣創業投資 暐記開發實業有限公司
德欣創業投資 德益琛
德欣創業投資 元大創業投資
德欣創業投資 崑鼎投資控股
南亞塑膠工業 台塑石化
南亞塑膠工業 華亞園區管理顧問
南亞塑膠工業 台塑企業投資
南亞塑膠工業 南亞光電
南亞塑膠工業 台朔重工
南亞塑膠工業 台塑開發
南亞塑膠工業 台塑海運
南亞塑膠工業 富臨投資有限公司
南亞塑膠工業 臺灣塑膠工業
南亞塑膠工業 台塑網科技
南亞塑膠工業 台塑資源
南亞塑膠工業 南亞科技
南亞塑膠工業 臺塑汽車貨運
南亞塑膠工業 南亞電路板
南亞塑膠工業 麥寮汽電
南亞塑膠工業 台朔汽車
南亞塑膠工業 麥寮工業區專用港管理
南亞塑膠工業 臺灣化學纖維
南亞塑膠工業 台朔環保科技
南亞塑膠工業 台灣必成
金運科技 廣運機械工程
馥豐企業 貝里尼
馥豐企業 惠豐開發
馥豐企業 喜來登皮鞋
台灣凱訊電信 凱勝投資
晶華石英光電 希華晶體科技
晟霖投資有限公司 春雨工廠
頂好企業 群鴻投資
頂好企業 合洋旅行社
頂好企業 頂好投資
浩瀚投資 佳映娛樂國際
潤德室內裝修設計工程 潤泰精密材料
萬華企業 今日
吉呈科技 台灣新生報業
吉呈科技 高菱印刷有限公司
台灣智能機器人科技 台灣新光保全
捷答科技有限公司 宇量科技
富添工業 堤維西交通工業
福隆興 伸昌光電材料
鴻橋國際投資 鴻海精密工業
鴻橋國際投資 廣宇科技
旺科國際 富晶通科技
寶盛投資 漢寶實業
寶盛投資 鴻菖實業
寶盛投資 安泰商業銀行
新保投資 新堡科技
新保投資 誼光家事服務
新保投資 新昕國際
新保投資 新誼整合科技
新保投資 台灣新光保全
新保投資 台灣日探
新保投資 新光電通
新保投資 台灣保全
中影國際 中影文創
偉視科技 敦陽科技
歐林生物科技 志松投資
佐佑投資 嘉泥建設開發
杏華生物科技 大華創業投資
鈺得投資 鈺德科技
熙仁事業 熙元企業
康信建設 華和資產管理
康信建設 偉聯工程
凱擘影藝 有享影業
凱擘影藝 晴天影像
凱擘影藝 凱擘
凱擘影藝 富邦金控創業投資
慶欣欣鋼鐵 金智富資產管理有限公司
慶欣欣鋼鐵 易通圓科技
建懋投資 建新國際
全國加油站 台塑石化
全國加油站 坤基貳創業投資
全國加油站 恆煇
全國加油站 淳景企業
全國加油站 景德勝
今周文化事業 今周行銷
今周文化事業 財訊快報社
今周文化事業 今周刊出版社
亞灣遊艇開發 嘉信遊艇
亞灣遊艇開發 嘉鴻遊艇
朝盈 集康國際
朝盈 佳醫健康事業
通達國際 尚志投資
大陽科技 宏翔光電
大陽科技 星歐光學
九和科技 承業生醫投資控股
展業投資 漢眾實業
展業投資 慶澧
展業投資 鼎豪實業
展業投資 豐達貿易
展業投資 慶磐建設
展業投資 陸利
台寶網發展 捷元
益芯科技 圓璟科技
美東投資 訊聯生物科技
昇鴻投資 寵樂保投資
昇鴻投資 意順發事業
昇鴻投資 動量
昇鴻投資 第一科大天使投資
人人廣播 威創科技顧問
人人廣播 香儂企業有限公司
人人廣播 大學創業投資
和祐投資顧問 天碩電網科技
陽明山天籟大飯店 台灣苯乙烯工業
陽明山天籟大飯店 裕盛開發
勝仁針織廠 中纖投資
勝仁針織廠 磐亞
博威投資 合瑞興業
博威投資 會合實業
博威投資 鵬輝育樂
匯通利達不動產投資顧問 天聯投資有限公司
福潤投資 台灣光罩
鉑邑科技 如海投資
燁輝企業 鑫輝鋼鐵
燁輝企業 欣建工業
燁輝企業 義大文創產業
燁輝企業 國喬投資開發
燁輝企業 太平洋船舶貨物裝卸
燁輝企業 正新保全
燁輝企業 天悅溫泉休閒
燁輝企業 聯輝開發
燁輝企業 佳源投資開發
燁輝企業 鑫陽鋼鐵
燁輝企業 尚揚創業投資
燁輝企業 燁興企業
燁輝企業 燁茂實業
燁輝企業 建寰科技
燁輝企業 正新大樓管理顧問
聯華電信 中央國際開發
聯華電信 新盛投資有限公司
聯華電信 事必達科技
大大茶樓 精彩饗宴
上海商業儲蓄銀行 尊品創業投資
上海商業儲蓄銀行 台灣中國旅行社
上海商業儲蓄銀行 財金資訊
上海商業儲蓄銀行 上銀財產保險代理人
上海商業儲蓄銀行 台灣票券金融
上海商業儲蓄銀行 世界生技創業投資
上海商業儲蓄銀行 上銀人身保險代理人
上海商業儲蓄銀行 台北外滙經紀
上海商業儲蓄銀行 國票綜合證券
大日高能投資 昱成光能
元勛國際 元皓能源
元勛國際 元健大和直販事業
東森海洋溫泉酒店 北橋建設
承德科技 首能科技
建國耕薪 耕薪都市更新
建國耕薪 建國建設
首席財務管理顧問 宏芯科技
首席財務管理顧問 坤基貳創業投資
首席財務管理顧問 富禾投資
首席財務管理顧問 沅灃創業投資
首席財務管理顧問 三雅投資
首席財務管理顧問 慧宇投資
首席財務管理顧問 乾坤投資
卓維全方位整合行銷事業 東森電視事業
矽統半導體 矽統科技
漢科系統科技 漢唐集成
慶優工業 優如
慶優工業 慶宜投資開發
慶優工業 慶宜
慶優工業 馬球
耐斯企業 國寶投資開發
耐斯企業 聯統開發
耐斯企業 東台灣文創產業開發
耐斯企業 愛之味
耐斯企業 樂山投資
耐斯企業 越冠國際開發
耐斯企業 白鴿生化科技
耐斯企業 和鼎國際開發
耐斯企業 村園和業
耐斯企業 和園投資
耐斯企業 上鉅國際
耐斯企業 建準電機工業
愷威數位科技 開博科技
盈生藥品 安興投資
三陽建設 慶豐環宇
康潔環境保護工程 康那香企業
晶準精密 久元電子
奧偉健康事業 北一投資
奧偉健康事業 貝汝
昱鐳光電科技 謙華科技
昱鐳光電科技 元大壹創業投資
兆豐第一創業投資 兆豐證券
兆豐第一創業投資 兆豐國際商業銀行
兆豐第一創業投資 國泰創業投資
神港電機 元洪投資
京城建設 新銳投資
京城建設 華志創業投資
勇春 泰安產物保險
勇春 士林紙業
勇春 臺全投資
勇春 新速運輸倉儲
勇春 長春貨櫃儲運
康聯投資 味全食品工業
康聯投資 康和綜合證券
康聯投資 明怡投資
康聯投資 太洋投資
工商財經數位 商訊文化事業
工商財經數位 明星藝能
工商財經數位 名模製作
工商財經數位 新絲路模特兒經紀
呈達投資 弘富管理顧問
呈達投資 瑞誠建設
志和企業 德昌綜合
如海投資 合銳
如海投資 永豐紙業
如海投資 浤力聯合
如海投資 富華開發企業
如海投資 凰意開發建設
如海投資 永豐
運彩科技 富邦金融控股
聯嵩企業 南聯國際貿易
佳世達科技 明基材料
佳世達科技 明基電通
佳世達科技 佳世達電子
凱興保險代理人 誠隆汽車
凱興保險代理人 裕信汽車
凱興保險代理人 七和實業
耀科投資有限公司 耀登科技
聿強投資 昶禾
建越科技工程 崇越科技
台灣工銀證券 上智生技創業投資
台灣工銀證券 臺灣工業銀行
統一精工 統精
統一精工 統一企業
建融投資開發有限公司 立碁光能
德育資訊 松崗資產管理
永記造漆工業 盛餘
台達化學工業 臺聯國際投資
中法國際乳品 禾豐實業
圓方投資 龍邦國際興業
新光海洋企業 永增企業
新光海洋企業 永光
普鴻資訊 睿水投資
普鴻資訊 經貿聯網科技
永豐工業 湘樺投資
永豐工業 宇海實業
新聯陽實業 新聯昌廣告
新聯陽實業 新聯陽投資
新聯陽實業 新聯祥廣告
路華汽車 聲寶
天隆投資 環隆科技
台灣松下電器 台松電器販賣
台灣松下電器 綠電再生
台灣松下電器 弘裕投資
鴻祥工程 擎邦國際科技工程
那魯灣國際 那魯灣
三新奧特萊斯 遠雄建設事業
光華投資 欣裕台
光華投資 聯友光電
光華投資 華鑽寶石
光華投資 裕晟投資
吉越發企業 惠豐開發
文福投資實業 福竝工業
桃園育樂事業 旭隆投資
桃園育樂事業 廣明企業
明義醫療器材 明富科技
愛寶投資 寶鼎投資
愛寶投資 全穎投資
神通建設開發 華久實業
神通建設開發 神達電腦
神通建設開發 名師企業管理顧問
大和物流設備 嘉里大榮物流
傳晟投資 佳典投資
傳晟投資 台灣數位光訊科技
傳晟投資 凱月
臺灣智慧卡 台中汽車客運
臺灣智慧卡 高雄汽車客運
臺灣智慧卡 三重汽車客運
臺灣智慧卡 屏東汽車客運
臺灣智慧卡 桃園汽車客運
臺灣智慧卡 豫立科技
世運工程顧問 永大機電工業
金利興 南和興產
脇勝科技材料 英雄先進科技有限公司
超揚投資 新懋投資
超揚投資 群裕投資
超揚投資 中盈投資開發
超揚投資 高瑞投資
超揚投資 台灣嘉碩科技
泰業實業 助群營造
鴻立鋼鐵 中鴻鋼鐵
五花馬國際行銷 燦星國際旅行社
五花馬國際行銷 燦坤實業
帝景藝術事業 碩英
三義化學工業 義芳化學工業
儂儂雜誌社 城邦文化事業
炁宇理研 睿明科技
新盛投資有限公司 新揚投資
新盛投資有限公司 台灣光罩
新盛投資有限公司 新日投資有限公司
新盛投資有限公司 擎億國際
九龍農業生技 威剛科技
台灣燃油 大統船務代理
台灣燃油 商船三井
大地物業 大無畏國際開發
大地物業 昕洋
大地物業 華允資產管理
佳加投資 東賢投資有限公司
智星 宏碁
震琦企業有限公司 中華工程
震琦企業有限公司 中工保全
震琦企業有限公司 慶鼎科技
震琦企業有限公司 承耀
震琦企業有限公司 兆京科技事業
群英室內裝修 九如投資
智鑫投資 浩軒創業投資
東銳光電 幸福水泥
東銳光電 福東汽車貨運
東銳光電 立光建設
太平洋崇光百貨 遠東巨城購物中心
海岳建設 泰利投資
海岳建設 利連投資
台積固態照明 台灣積體電路製造
華義國際數位娛樂 竣通投資
華義國際數位娛樂 原爆點數位科技
萬利通 南和興產
瑞安大藥廠 敏盛醫控
瑞安大藥廠 瑞寶基因
瑞安大藥廠 敏盛資產管理
瑞安大藥廠 固寶生物科技
瑞安大藥廠 佳暉投資
天機開發科技 薰輝投資興業有限公司
裕捷投資 台灣苯乙烯工業
群豐科技 達墨科技
群豐科技 群登科技
群豐科技 十盈科技
群豐科技 群成科技
群豐科技 中盈投資開發
黑松資產管理 黑松
協彰企業 寶成工業
中能資源 中國鋼鐵
宏遠科技創業投資 楓丹白露
宏遠科技創業投資 誼遠實業
宏遠科技創業投資 國泰創業投資
羣泓科技 拍檔科技
倍強科技 英誌企業
景城開發顧問 智勇開發實業
景城開發顧問 亞太商務會館管理有限公司
景城開發顧問 承耀
景城開發顧問 大春網際開發
